,Product Name,Date,Online Store Location,Sales Quantity,Selling Price,Promotions,Demand Trend,Customer Segments,Warehouse Location,Stock Levels,Stockout Frequency,Reorder Point,Order Fulfillment Time (days),Retail Store Location,Market Price,Competitor Prices,Discounts,Return Rate (%),Category,Total Sales,Inventory Recommendation,Month
7097,Smartphone,2024-07-11,Kolkata,257,58.99,Yes,Decreasing,Regular,Delhi,407,9,123,5,Mumbai,58.99,12.98,37.95,1.47,Electronics,15160.43,Maintain Stock,July
7098,Bread,2024-07-23,Ahmedabad,393,23.24,No,Increasing,Budget,Chennai,539,7,177,9,Ahmedabad,94.81,31.93,23.68,3.56,Groceries,9133.32,Maintain Stock,July
7099,Bread,2024-07-23,Ahmedabad,393,23.24,No,Increasing,Budget,Pune,788,6,186,7,Ahmedabad,94.81,31.93,23.68,3.56,Groceries,9133.32,Maintain Stock,July
7100,Smartphone,2024-11-11,Mumbai,29,52.26,Yes,Increasing,Budget,Bangalore,33,17,33,8,Mumbai,52.26,13.72,46.53,13.38,Electronics,1515.54,Maintain Stock,November
7101,Smartphone,2024-11-11,Mumbai,29,52.26,Yes,Increasing,Budget,Delhi,897,19,24,4,Mumbai,52.26,13.72,46.53,13.38,Electronics,1515.54,Reduce Stock,November
7102,Washing Machine,2024-09-27,Hyderabad,277,78.43,Yes,Stable,Premium,Ahmedabad,418,2,111,4,Mumbai,82.41,84.22,42.81,10.28,Home Appliances,21725.11,Maintain Stock,September
7103,Washing Machine,2024-09-27,Hyderabad,277,39.19,Yes,Stable,Premium,Ahmedabad,418,2,111,4,Bangalore,39.19,69.8,17.39,14.91,Home Appliances,10855.63,Maintain Stock,September
7104,Washing Machine,2024-09-27,Hyderabad,277,78.43,Yes,Stable,Premium,Kolkata,321,10,16,11,Mumbai,82.41,84.22,42.81,10.28,Home Appliances,21725.11,Maintain Stock,September
7105,Washing Machine,2024-09-27,Hyderabad,277,39.19,Yes,Stable,Premium,Kolkata,321,10,16,11,Bangalore,39.19,69.8,17.39,14.91,Home Appliances,10855.63,Maintain Stock,September
7106,Washing Machine,2024-09-27,Hyderabad,277,78.43,Yes,Stable,Premium,Bangalore,860,18,69,3,Mumbai,82.41,84.22,42.81,10.28,Home Appliances,21725.11,Maintain Stock,September
7107,Washing Machine,2024-09-27,Hyderabad,277,39.19,Yes,Stable,Premium,Bangalore,860,18,69,3,Bangalore,39.19,69.8,17.39,14.91,Home Appliances,10855.63,Maintain Stock,September
7108,Microwave,2024-06-29,Hyderabad,66,33.19,No,Stable,Premium,Hyderabad,199,8,40,12,Pune,33.19,25.71,33.19,12.63,Home Appliances,2190.54,Reduce Stock,June
7109,Microwave,2024-06-29,Hyderabad,66,33.19,No,Stable,Premium,Chennai,511,16,30,14,Pune,33.19,25.71,33.19,12.63,Home Appliances,2190.54,Reduce Stock,June
7110,Sofa,2024-07-22,Bangalore,357,5.05,No,Increasing,Budget,Kolkata,327,13,109,9,Kolkata,5.05,71.5,5.05,5.98,Furniture,1802.85,Maintain Stock,July
7111,Sofa,2024-07-22,Bangalore,357,47.06,No,Increasing,Budget,Kolkata,327,13,109,9,Delhi,91.13,32.02,46.53,19.53,Furniture,16800.420000000002,Maintain Stock,July
7112,Monitor,2024-04-07,Mumbai,220,25.07,No,Stable,Premium,Kolkata,138,17,41,11,Mumbai,53.1,28.91,25.74,1.01,Electronics,5515.4,Maintain Stock,April
7113,Monitor,2024-04-07,Mumbai,220,25.07,No,Stable,Premium,Bangalore,879,14,161,13,Mumbai,53.1,28.91,25.74,1.01,Electronics,5515.4,Maintain Stock,April
7114,Monitor,2024-04-07,Mumbai,220,25.07,No,Stable,Premium,Mumbai,272,0,27,6,Mumbai,53.1,28.91,25.74,1.01,Electronics,5515.4,Maintain Stock,April
7115,Bookshelf,2024-08-08,Chennai,387,15.88,No,Increasing,Regular,Delhi,547,2,14,11,Bangalore,31.55,16.67,19.71,13.62,Furniture,6145.56,Maintain Stock,August
7116,Coffee,2024-07-18,Mumbai,128,51.65,No,Stable,Premium,Bangalore,438,18,195,12,Kolkata,51.65,73.29,11.62,7.73,Groceries,6611.2,Maintain Stock,July
7117,Coffee,2024-07-18,Mumbai,128,46.98,No,Stable,Premium,Bangalore,438,18,195,12,Chennai,46.98,75.51,2.04,3.0,Groceries,6013.44,Maintain Stock,July
7118,Coffee,2024-07-18,Mumbai,128,51.65,No,Stable,Premium,Hyderabad,361,4,23,4,Kolkata,51.65,73.29,11.62,7.73,Groceries,6611.2,Maintain Stock,July
7119,Coffee,2024-07-18,Mumbai,128,46.98,No,Stable,Premium,Hyderabad,361,4,23,4,Chennai,46.98,75.51,2.04,3.0,Groceries,6013.44,Maintain Stock,July
7120,T-Shirt,2024-02-24,Delhi,141,17.99,No,Increasing,Premium,Chennai,641,9,22,12,Ahmedabad,17.99,60.14,17.99,2.59,Fashion,2536.5899999999997,Maintain Stock,February
7121,Fan,2024-02-24,Ahmedabad,178,76.68,Yes,Stable,Budget,Chennai,720,13,45,6,Mumbai,81.5,14.72,12.46,15.08,Home Appliances,13649.04,Maintain Stock,February
7122,Bread,2024-12-22,Delhi,320,25.81,Yes,Increasing,Premium,Ahmedabad,796,19,179,5,Pune,92.59,44.99,15.71,3.18,Groceries,8259.199999999999,Maintain Stock,December
7123,Bread,2024-12-22,Delhi,320,25.81,Yes,Increasing,Premium,Ahmedabad,796,19,179,5,Delhi,93.54,34.36,24.13,18.83,Groceries,8259.199999999999,Maintain Stock,December
7124,Bread,2024-12-22,Delhi,320,25.81,Yes,Increasing,Premium,Ahmedabad,796,19,179,5,Chennai,33.29,54.45,5.92,10.93,Groceries,8259.199999999999,Maintain Stock,December
7125,Bread,2024-12-22,Delhi,320,25.81,Yes,Increasing,Premium,Ahmedabad,796,19,179,5,Ahmedabad,63.34,89.64,21.2,6.13,Groceries,8259.199999999999,Maintain Stock,December
7126,Bread,2024-12-22,Delhi,320,25.81,Yes,Increasing,Premium,Chennai,530,0,25,8,Pune,92.59,44.99,15.71,3.18,Groceries,8259.199999999999,Maintain Stock,December
7127,Bread,2024-12-22,Delhi,320,25.81,Yes,Increasing,Premium,Chennai,530,0,25,8,Delhi,93.54,34.36,24.13,18.83,Groceries,8259.199999999999,Maintain Stock,December
7128,Bread,2024-12-22,Delhi,320,25.81,Yes,Increasing,Premium,Chennai,530,0,25,8,Chennai,33.29,54.45,5.92,10.93,Groceries,8259.199999999999,Maintain Stock,December
7129,Bread,2024-12-22,Delhi,320,25.81,Yes,Increasing,Premium,Chennai,530,0,25,8,Ahmedabad,63.34,89.64,21.2,6.13,Groceries,8259.199999999999,Maintain Stock,December
7130,Fan,2024-12-05,Pune,437,51.99,No,Stable,Regular,Hyderabad,631,5,71,7,Ahmedabad,51.99,11.84,49.24,1.64,Home Appliances,22719.63,Maintain Stock,December
7131,T-Shirt,2024-06-14,Hyderabad,369,7.47,No,Decreasing,Premium,Chennai,601,16,82,4,Mumbai,31.9,55.69,18.79,7.49,Fashion,2756.43,Maintain Stock,June
7132,T-Shirt,2024-06-14,Hyderabad,369,7.47,No,Decreasing,Premium,Chennai,601,16,82,4,Chennai,60.06,39.3,19.57,5.01,Fashion,2756.43,Maintain Stock,June
7133,T-Shirt,2024-06-14,Hyderabad,369,7.47,No,Decreasing,Premium,Chennai,389,12,135,14,Mumbai,31.9,55.69,18.79,7.49,Fashion,2756.43,Maintain Stock,June
7134,T-Shirt,2024-06-14,Hyderabad,369,7.47,No,Decreasing,Premium,Chennai,389,12,135,14,Chennai,60.06,39.3,19.57,5.01,Fashion,2756.43,Maintain Stock,June
7135,T-Shirt,2024-06-14,Hyderabad,369,7.47,No,Decreasing,Premium,Bangalore,74,18,74,3,Mumbai,31.9,55.69,18.79,7.49,Fashion,2756.43,Maintain Stock,June
7136,T-Shirt,2024-06-14,Hyderabad,369,7.47,No,Decreasing,Premium,Bangalore,74,18,74,3,Chennai,60.06,39.3,19.57,5.01,Fashion,2756.43,Maintain Stock,June
7137,Keyboard,2024-02-14,Delhi,382,32.98,Yes,Stable,Budget,Chennai,262,13,180,13,Ahmedabad,32.98,59.85,28.84,1.26,Electronics,12598.359999999999,Maintain Stock,February
7138,Keyboard,2024-02-14,Delhi,382,32.98,Yes,Stable,Budget,Chennai,657,9,87,4,Ahmedabad,32.98,59.85,28.84,1.26,Electronics,12598.359999999999,Maintain Stock,February
7139,Sofa,2024-10-17,Ahmedabad,177,22.01,Yes,Stable,Premium,Pune,900,7,167,5,Mumbai,97.46,12.06,45.66,15.19,Furniture,3895.7700000000004,Maintain Stock,October
7140,Sofa,2024-10-17,Ahmedabad,177,22.01,Yes,Stable,Premium,Pune,900,7,167,5,Mumbai,39.32,76.76,39.32,19.89,Furniture,3895.7700000000004,Maintain Stock,October
7141,Sofa,2024-10-17,Ahmedabad,177,22.01,Yes,Stable,Premium,Pune,900,7,167,5,Chennai,74.49,10.62,0.4,5.42,Furniture,3895.7700000000004,Maintain Stock,October
7142,Chair,2024-11-29,Ahmedabad,268,27.91,No,Decreasing,Regular,Hyderabad,837,1,193,6,Pune,27.91,6.09,27.91,15.44,Furniture,7479.88,Maintain Stock,November
7143,Chair,2024-11-29,Ahmedabad,268,9.73,No,Decreasing,Regular,Hyderabad,837,1,193,6,Chennai,9.73,32.14,9.73,16.17,Furniture,2607.6400000000003,Maintain Stock,November
7144,T-Shirt,2024-07-22,Ahmedabad,43,12.66,Yes,Stable,Premium,Bangalore,406,9,79,14,Chennai,12.66,84.33,9.02,16.43,Fashion,544.38,Reduce Stock,July
7145,Bread,2024-08-22,Mumbai,69,34.27,Yes,Increasing,Budget,Delhi,743,19,91,14,Delhi,34.27,46.33,34.27,11.01,Groceries,2364.63,Reduce Stock,August
7146,Bread,2024-11-23,Kolkata,441,82.59,Yes,Stable,Budget,Ahmedabad,723,15,176,4,Ahmedabad,82.59,80.63,6.19,19.65,Groceries,36422.19,Maintain Stock,November
7147,Sneakers,2024-09-14,Ahmedabad,190,73.97,No,Decreasing,Premium,Kolkata,975,19,148,1,Mumbai,98.86,53.78,46.13,12.99,Fashion,14054.3,Maintain Stock,September
7148,Milk,2024-01-16,Kolkata,1,38.73,No,Decreasing,Regular,Pune,383,8,49,8,Chennai,38.73,59.51,35.63,6.77,Groceries,38.73,Reduce Stock,January
7149,Milk,2024-01-16,Kolkata,1,38.73,No,Decreasing,Regular,Bangalore,192,19,142,14,Chennai,38.73,59.51,35.63,6.77,Groceries,38.73,Maintain Stock,January
7150,Milk,2024-01-16,Kolkata,1,38.73,No,Decreasing,Regular,Chennai,883,1,189,1,Chennai,38.73,59.51,35.63,6.77,Groceries,38.73,Reduce Stock,January
7151,Milk,2024-01-16,Kolkata,1,38.73,No,Decreasing,Regular,Chennai,796,8,65,6,Chennai,38.73,59.51,35.63,6.77,Groceries,38.73,Reduce Stock,January
7152,Milk,2024-01-16,Kolkata,1,38.73,No,Decreasing,Regular,Ahmedabad,324,3,57,14,Chennai,38.73,59.51,35.63,6.77,Groceries,38.73,Reduce Stock,January
7153,Fan,2024-09-14,Hyderabad,19,14.88,No,Stable,Budget,Hyderabad,774,11,126,9,Kolkata,17.08,25.82,17.08,6.58,Home Appliances,282.72,Reduce Stock,September
7154,Sneakers,2024-07-17,Pune,30,26.69,Yes,Increasing,Budget,Mumbai,417,14,171,5,Ahmedabad,26.69,84.59,26.69,15.45,Fashion,800.7,Reduce Stock,July
7155,Sneakers,2024-07-17,Pune,30,45.81,Yes,Increasing,Budget,Mumbai,417,14,171,5,Delhi,45.81,42.73,29.23,13.35,Fashion,1374.3000000000002,Reduce Stock,July
7156,Sneakers,2024-07-17,Pune,30,55.89,Yes,Increasing,Budget,Mumbai,417,14,171,5,Bangalore,55.89,12.72,31.41,2.59,Fashion,1676.7,Reduce Stock,July
7157,Sneakers,2024-07-17,Pune,30,26.69,Yes,Increasing,Budget,Pune,297,14,196,3,Ahmedabad,26.69,84.59,26.69,15.45,Fashion,800.7,Maintain Stock,July
7158,Sneakers,2024-07-17,Pune,30,45.81,Yes,Increasing,Budget,Pune,297,14,196,3,Delhi,45.81,42.73,29.23,13.35,Fashion,1374.3000000000002,Maintain Stock,July
7159,Sneakers,2024-07-17,Pune,30,55.89,Yes,Increasing,Budget,Pune,297,14,196,3,Bangalore,55.89,12.72,31.41,2.59,Fashion,1676.7,Maintain Stock,July
7160,Sneakers,2024-07-17,Pune,30,26.69,Yes,Increasing,Budget,Kolkata,643,19,198,11,Ahmedabad,26.69,84.59,26.69,15.45,Fashion,800.7,Reduce Stock,July
7161,Sneakers,2024-07-17,Pune,30,45.81,Yes,Increasing,Budget,Kolkata,643,19,198,11,Delhi,45.81,42.73,29.23,13.35,Fashion,1374.3000000000002,Reduce Stock,July
7162,Sneakers,2024-07-17,Pune,30,55.89,Yes,Increasing,Budget,Kolkata,643,19,198,11,Bangalore,55.89,12.72,31.41,2.59,Fashion,1676.7,Reduce Stock,July
7163,Bread,2024-05-13,Kolkata,319,36.76,Yes,Increasing,Regular,Ahmedabad,549,10,183,10,Ahmedabad,36.76,18.2,36.76,15.59,Groceries,11726.439999999999,Maintain Stock,May
7164,Bread,2024-05-13,Kolkata,319,58.73,Yes,Increasing,Regular,Ahmedabad,549,10,183,10,Delhi,85.28,61.83,47.96,3.87,Groceries,18734.87,Maintain Stock,May
7165,Bread,2024-05-13,Kolkata,319,58.36,Yes,Increasing,Regular,Ahmedabad,549,10,183,10,Bangalore,58.36,19.95,6.99,2.44,Groceries,18616.84,Maintain Stock,May
7166,Bread,2024-05-13,Kolkata,319,44.07,Yes,Increasing,Regular,Ahmedabad,549,10,183,10,Bangalore,44.07,38.37,23.68,17.16,Groceries,14058.33,Maintain Stock,May
7167,Jacket,2024-10-03,Mumbai,182,14.85,Yes,Decreasing,Budget,Kolkata,191,12,93,10,Pune,14.85,85.28,14.85,0.43,Fashion,2702.7,Maintain Stock,October
7168,Jacket,2024-10-03,Mumbai,182,14.85,Yes,Decreasing,Budget,Hyderabad,252,18,109,12,Pune,14.85,85.28,14.85,0.43,Fashion,2702.7,Maintain Stock,October
7169,Jacket,2024-10-03,Mumbai,182,14.85,Yes,Decreasing,Budget,Delhi,856,3,152,1,Pune,14.85,85.28,14.85,0.43,Fashion,2702.7,Maintain Stock,October
7170,Hoodie,2024-11-30,Delhi,48,30.86,Yes,Stable,Premium,Pune,900,12,110,6,Hyderabad,54.69,69.38,23.31,14.21,Fashion,1481.28,Reduce Stock,November
7171,Hoodie,2024-11-30,Delhi,48,30.86,Yes,Stable,Premium,Pune,900,12,110,6,Hyderabad,84.02,5.18,45.24,18.57,Fashion,1481.28,Reduce Stock,November
7172,Fan,2024-07-06,Delhi,165,47.69,Yes,Decreasing,Regular,Chennai,301,15,49,10,Chennai,65.41,33.17,11.73,5.39,Home Appliances,7868.849999999999,Maintain Stock,July
7173,Fan,2024-07-06,Delhi,165,47.69,Yes,Decreasing,Regular,Chennai,301,15,49,10,Chennai,64.06,94.78,35.7,10.99,Home Appliances,7868.849999999999,Maintain Stock,July
7174,Fan,2024-07-06,Delhi,165,47.69,Yes,Decreasing,Regular,Ahmedabad,866,15,16,3,Chennai,65.41,33.17,11.73,5.39,Home Appliances,7868.849999999999,Maintain Stock,July
7175,Fan,2024-07-06,Delhi,165,47.69,Yes,Decreasing,Regular,Ahmedabad,866,15,16,3,Chennai,64.06,94.78,35.7,10.99,Home Appliances,7868.849999999999,Maintain Stock,July
7176,Fan,2024-07-06,Delhi,165,47.69,Yes,Decreasing,Regular,Delhi,963,13,160,3,Chennai,65.41,33.17,11.73,5.39,Home Appliances,7868.849999999999,Maintain Stock,July
7177,Fan,2024-07-06,Delhi,165,47.69,Yes,Decreasing,Regular,Delhi,963,13,160,3,Chennai,64.06,94.78,35.7,10.99,Home Appliances,7868.849999999999,Maintain Stock,July
7178,Hoodie,2024-11-10,Mumbai,279,33.6,Yes,Decreasing,Premium,Ahmedabad,740,9,75,11,Hyderabad,33.6,84.71,33.6,9.44,Fashion,9374.4,Maintain Stock,November
7179,Keyboard,2024-03-14,Chennai,329,22.23,Yes,Increasing,Regular,Chennai,71,19,71,1,Chennai,48.13,45.84,28.74,17.21,Electronics,7313.67,Maintain Stock,March
7180,Keyboard,2024-03-14,Chennai,329,22.23,Yes,Increasing,Regular,Ahmedabad,293,0,117,3,Chennai,48.13,45.84,28.74,17.21,Electronics,7313.67,Maintain Stock,March
7181,Keyboard,2024-03-14,Chennai,329,22.23,Yes,Increasing,Regular,Hyderabad,486,7,22,11,Chennai,48.13,45.84,28.74,17.21,Electronics,7313.67,Maintain Stock,March
7182,Snacks,2024-03-15,Chennai,403,84.12,No,Stable,Budget,Pune,791,6,27,7,Mumbai,84.12,35.34,49.95,15.41,Groceries,33900.36,Maintain Stock,March
7183,Snacks,2024-03-15,Chennai,403,84.12,No,Stable,Budget,Mumbai,46,6,46,11,Mumbai,84.12,35.34,49.95,15.41,Groceries,33900.36,Increase Stock,March
7184,Bookshelf,2024-09-07,Chennai,452,14.23,Yes,Stable,Regular,Mumbai,952,7,112,6,Chennai,64.89,90.81,29.63,8.95,Furniture,6431.96,Maintain Stock,September
7185,Table,2024-04-25,Mumbai,198,9.67,Yes,Stable,Premium,Pune,244,13,136,8,Mumbai,9.67,20.74,9.67,9.74,Furniture,1914.66,Maintain Stock,April
7186,Sofa,2024-01-27,Chennai,425,72.74,Yes,Decreasing,Regular,Bangalore,286,19,40,7,Mumbai,91.05,61.29,28.47,5.65,Furniture,30914.499999999996,Maintain Stock,January
7187,Sofa,2024-01-27,Chennai,425,16.76,Yes,Decreasing,Regular,Bangalore,286,19,40,7,Ahmedabad,16.76,26.41,16.76,17.27,Furniture,7123.000000000001,Maintain Stock,January
7188,Sofa,2024-01-27,Chennai,425,72.74,Yes,Decreasing,Regular,Ahmedabad,347,3,66,3,Mumbai,91.05,61.29,28.47,5.65,Furniture,30914.499999999996,Maintain Stock,January
7189,Sofa,2024-01-27,Chennai,425,16.76,Yes,Decreasing,Regular,Ahmedabad,347,3,66,3,Ahmedabad,16.76,26.41,16.76,17.27,Furniture,7123.000000000001,Maintain Stock,January
7190,Snacks,2024-06-05,Mumbai,60,54.9,No,Decreasing,Budget,Bangalore,757,6,58,7,Pune,86.79,49.34,29.67,1.09,Groceries,3294.0,Reduce Stock,June
7191,Snacks,2024-06-05,Mumbai,60,54.9,No,Decreasing,Budget,Bangalore,757,6,58,7,Hyderabad,66.94,88.27,33.05,11.76,Groceries,3294.0,Reduce Stock,June
7192,Snacks,2024-06-05,Mumbai,60,28.74,No,Decreasing,Budget,Bangalore,757,6,58,7,Chennai,28.74,18.62,28.74,18.75,Groceries,1724.3999999999999,Reduce Stock,June
7193,Headphones,2024-09-05,Delhi,67,64.61,No,Decreasing,Premium,Delhi,435,13,74,13,Pune,78.77,45.15,15.83,12.19,Electronics,4328.87,Reduce Stock,September
7194,Headphones,2024-09-05,Delhi,67,6.55,No,Decreasing,Premium,Delhi,435,13,74,13,Hyderabad,6.55,81.85,6.55,1.09,Electronics,438.84999999999997,Reduce Stock,September
7195,Headphones,2024-09-05,Delhi,67,64.61,No,Decreasing,Premium,Hyderabad,564,6,26,8,Pune,78.77,45.15,15.83,12.19,Electronics,4328.87,Reduce Stock,September
7196,Headphones,2024-09-05,Delhi,67,6.55,No,Decreasing,Premium,Hyderabad,564,6,26,8,Hyderabad,6.55,81.85,6.55,1.09,Electronics,438.84999999999997,Reduce Stock,September
7197,Headphones,2024-09-05,Delhi,67,64.61,No,Decreasing,Premium,Chennai,481,8,57,5,Pune,78.77,45.15,15.83,12.19,Electronics,4328.87,Reduce Stock,September
7198,Headphones,2024-09-05,Delhi,67,6.55,No,Decreasing,Premium,Chennai,481,8,57,5,Hyderabad,6.55,81.85,6.55,1.09,Electronics,438.84999999999997,Reduce Stock,September
7199,Headphones,2024-09-05,Delhi,67,64.61,No,Decreasing,Premium,Chennai,740,16,199,14,Pune,78.77,45.15,15.83,12.19,Electronics,4328.87,Reduce Stock,September
7200,Headphones,2024-09-05,Delhi,67,6.55,No,Decreasing,Premium,Chennai,740,16,199,14,Hyderabad,6.55,81.85,6.55,1.09,Electronics,438.84999999999997,Reduce Stock,September
7201,Headphones,2024-01-16,Bangalore,366,23.26,No,Stable,Budget,Ahmedabad,406,19,21,10,Hyderabad,23.26,86.63,17.78,16.73,Electronics,8513.16,Maintain Stock,January
7202,Table,2024-02-22,Mumbai,271,45.24,Yes,Decreasing,Regular,Kolkata,442,1,188,5,Ahmedabad,53.48,46.05,3.06,6.73,Furniture,12260.04,Maintain Stock,February
7203,Table,2024-02-22,Mumbai,271,45.24,Yes,Decreasing,Regular,Kolkata,442,1,188,5,Ahmedabad,72.35,88.36,0.12,7.61,Furniture,12260.04,Maintain Stock,February
7204,Table,2024-02-22,Mumbai,271,45.24,Yes,Decreasing,Regular,Kolkata,442,1,188,5,Bangalore,81.78,69.72,38.17,2.62,Furniture,12260.04,Maintain Stock,February
7205,Table,2024-02-22,Mumbai,271,45.24,Yes,Decreasing,Regular,Kolkata,442,1,188,5,Chennai,96.88,83.96,33.54,4.3,Furniture,12260.04,Maintain Stock,February
7206,Table,2024-05-13,Bangalore,392,44.67,Yes,Increasing,Premium,Bangalore,130,6,58,3,Chennai,44.67,36.16,39.09,13.64,Furniture,17510.64,Maintain Stock,May
7207,Chair,2024-08-27,Bangalore,44,47.35,No,Decreasing,Budget,Kolkata,135,5,84,7,Hyderabad,97.71,35.57,26.97,7.51,Furniture,2083.4,Maintain Stock,August
7208,Chair,2024-08-27,Bangalore,44,20.88,No,Decreasing,Budget,Kolkata,135,5,84,7,Chennai,20.88,53.46,9.0,18.38,Furniture,918.7199999999999,Maintain Stock,August
7209,Chair,2024-08-27,Bangalore,44,47.35,No,Decreasing,Budget,Hyderabad,652,19,132,7,Hyderabad,97.71,35.57,26.97,7.51,Furniture,2083.4,Reduce Stock,August
7210,Chair,2024-08-27,Bangalore,44,20.88,No,Decreasing,Budget,Hyderabad,652,19,132,7,Chennai,20.88,53.46,9.0,18.38,Furniture,918.7199999999999,Reduce Stock,August
7211,Chair,2024-08-27,Bangalore,44,47.35,No,Decreasing,Budget,Pune,939,15,36,13,Hyderabad,97.71,35.57,26.97,7.51,Furniture,2083.4,Reduce Stock,August
7212,Chair,2024-08-27,Bangalore,44,20.88,No,Decreasing,Budget,Pune,939,15,36,13,Chennai,20.88,53.46,9.0,18.38,Furniture,918.7199999999999,Reduce Stock,August
7213,Hoodie,2024-09-17,Mumbai,21,32.71,No,Decreasing,Premium,Kolkata,12,12,12,10,Kolkata,72.71,5.93,2.02,12.05,Fashion,686.91,Maintain Stock,September
7214,Hoodie,2024-09-17,Mumbai,21,32.71,No,Decreasing,Premium,Delhi,404,16,110,12,Kolkata,72.71,5.93,2.02,12.05,Fashion,686.91,Reduce Stock,September
7215,Laptop,2024-09-05,Hyderabad,275,39.7,No,Decreasing,Budget,Mumbai,789,0,132,3,Ahmedabad,39.7,64.96,10.32,12.99,Electronics,10917.5,Maintain Stock,September
7216,Washing Machine,2024-11-15,Kolkata,405,22.76,No,Increasing,Premium,Kolkata,482,7,157,6,Bangalore,22.76,65.56,22.76,10.52,Home Appliances,9217.800000000001,Maintain Stock,November
7217,Rice,2024-02-19,Bangalore,418,14.55,Yes,Stable,Premium,Chennai,598,14,121,10,Mumbai,14.55,20.1,3.43,18.72,Groceries,6081.900000000001,Maintain Stock,February
7218,Jacket,2024-10-16,Bangalore,88,5.68,No,Stable,Premium,Mumbai,344,8,113,7,Bangalore,5.68,9.08,5.68,19.62,Fashion,499.84,Reduce Stock,October
7219,Jacket,2024-10-16,Bangalore,88,32.19,No,Stable,Premium,Mumbai,344,8,113,7,Pune,90.62,44.38,40.56,0.91,Fashion,2832.72,Reduce Stock,October
7220,Fan,2024-12-25,Pune,203,15.19,Yes,Increasing,Regular,Hyderabad,584,1,52,2,Bangalore,15.19,38.26,1.17,14.88,Home Appliances,3083.5699999999997,Maintain Stock,December
7221,Sneakers,2024-06-11,Kolkata,69,11.36,No,Stable,Regular,Bangalore,488,4,26,10,Chennai,11.36,34.2,11.36,3.17,Fashion,783.8399999999999,Reduce Stock,June
7222,Sneakers,2024-06-11,Kolkata,69,16.61,No,Stable,Regular,Bangalore,488,4,26,10,Pune,16.61,25.4,16.61,1.8,Fashion,1146.09,Reduce Stock,June
7223,Sneakers,2024-06-11,Kolkata,69,11.36,No,Stable,Regular,Kolkata,674,6,86,3,Chennai,11.36,34.2,11.36,3.17,Fashion,783.8399999999999,Reduce Stock,June
7224,Sneakers,2024-06-11,Kolkata,69,16.61,No,Stable,Regular,Kolkata,674,6,86,3,Pune,16.61,25.4,16.61,1.8,Fashion,1146.09,Reduce Stock,June
7225,Jeans,2024-02-05,Hyderabad,313,77.39,Yes,Decreasing,Premium,Mumbai,153,0,108,12,Chennai,77.39,97.01,13.8,14.95,Fashion,24223.07,Maintain Stock,February
7226,Jeans,2024-02-05,Hyderabad,313,55.21,Yes,Decreasing,Premium,Mumbai,153,0,108,12,Bangalore,55.21,65.47,48.2,12.75,Fashion,17280.73,Maintain Stock,February
7227,Laptop,2024-01-16,Pune,48,37.89,Yes,Decreasing,Budget,Bangalore,605,13,136,7,Chennai,43.19,52.02,43.19,4.91,Electronics,1818.72,Reduce Stock,January
7228,Laptop,2024-01-16,Pune,48,37.89,Yes,Decreasing,Budget,Pune,894,2,134,8,Chennai,43.19,52.02,43.19,4.91,Electronics,1818.72,Reduce Stock,January
7229,Sneakers,2024-07-15,Hyderabad,190,45.33,No,Decreasing,Premium,Hyderabad,299,14,194,11,Delhi,45.33,8.36,24.61,4.55,Fashion,8612.699999999999,Maintain Stock,July
7230,Bread,2024-08-10,Ahmedabad,446,46.49,No,Increasing,Budget,Mumbai,344,9,190,1,Mumbai,47.6,19.7,22.8,14.39,Groceries,20734.54,Maintain Stock,August
7231,Bread,2024-08-10,Ahmedabad,446,46.49,No,Increasing,Budget,Ahmedabad,732,12,92,9,Mumbai,47.6,19.7,22.8,14.39,Groceries,20734.54,Maintain Stock,August
7232,Refrigerator,2024-11-05,Kolkata,67,10.32,Yes,Decreasing,Regular,Hyderabad,346,16,98,12,Delhi,10.32,67.51,10.32,1.68,Home Appliances,691.44,Reduce Stock,November
7233,Sneakers,2024-06-13,Mumbai,224,45.8,No,Increasing,Regular,Delhi,249,12,167,12,Mumbai,54.86,40.84,19.27,6.46,Fashion,10259.199999999999,Maintain Stock,June
7234,Sneakers,2024-06-13,Mumbai,224,14.96,No,Increasing,Regular,Delhi,249,12,167,12,Ahmedabad,14.96,65.58,14.96,12.36,Fashion,3351.04,Maintain Stock,June
7235,Sneakers,2024-06-13,Mumbai,224,30.35,No,Increasing,Regular,Delhi,249,12,167,12,Hyderabad,30.35,5.21,30.35,13.62,Fashion,6798.400000000001,Maintain Stock,June
7236,Sofa,2024-05-08,Chennai,117,5.44,Yes,Increasing,Budget,Ahmedabad,362,8,121,1,Chennai,5.44,58.53,5.44,10.4,Furniture,636.48,Reduce Stock,May
7237,Jacket,2024-12-01,Hyderabad,446,27.24,No,Increasing,Premium,Delhi,95,4,95,8,Pune,27.24,96.86,4.81,14.43,Fashion,12149.039999999999,Increase Stock,December
7238,Coffee,2024-06-28,Delhi,368,81.59,Yes,Stable,Premium,Hyderabad,857,4,196,12,Bangalore,89.6,83.72,27.08,16.12,Groceries,30025.120000000003,Maintain Stock,June
7239,Coffee,2024-06-28,Delhi,368,69.19,Yes,Stable,Premium,Hyderabad,857,4,196,12,Ahmedabad,69.19,98.99,49.13,1.2,Groceries,25461.92,Maintain Stock,June
7240,Monitor,2024-02-17,Kolkata,59,5.23,No,Stable,Regular,Chennai,271,4,91,6,Ahmedabad,5.23,41.72,5.23,5.22,Electronics,308.57000000000005,Reduce Stock,February
